"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","id","media/0/media_url","media/0/type","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/id_str","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/protected","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name"
"1608356861111328769","2022-12-29T07:41:08.000Z","46","@kanchana_wij Kanchana, what r u doing to reduce spending &amp; costs from high salaried employees? We r waiting to hear 1 thing u’ve done to reduce costs 1st. U seem to think that increasing our bills is the only way to generate money. When the rate is ridiculous I’ll just stop using! Then what?",,,"1608367497811734530",,,"0","2","https://twitter.com/jessibabixoxo/status/1608367497811734530",,,,"2010-01-11T22:25:02.000Z","false","Living life 1 pizza at a time. Fitness pro by day. Netflixer by night. Love animals. Dad 🇬🇧🇺🇸 | Mum🇱🇰| Visited Sri Lanka, fell in love so now I live here.","0","2485","104","123","false","103987389","false","1","Denver, Colorado","45","Jesse Fernandez","104","false","https://pbs.twimg.com/profile_banners/103987389/1636104139","https://pbs.twimg.com/profile_images/939922086117515264/LGbrSpFA_normal.jpg","false","jessibabixoxo","1056","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T06:59:34.000Z","0","@kanchana_wij Cut down the cost!",,,"1608357037070483456",,,"0","0","https://twitter.com/RealSylvesterR/status/1608357037070483456",,,,"2012-02-12T07:52:09.000Z","false","Living life on my own terms, Conservative, Investor, Marketer & a Logistic Pro. ","0","3066","154","993","false","490133450","false","1","Sri Lanka","44","Sylvester ","154","false","https://pbs.twimg.com/profile_banners/490133450/1651250534","https://pbs.twimg.com/profile_images/1604738457842352128/kSl_s890_normal.jpg","false","RealSylvesterR","897","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:00:17.000Z","1","@kanchana_wij 😂 pls consult a financial advisor",,,"1608357218403115009",,,"0","0","https://twitter.com/kasun_nandasena/status/1608357218403115009",,,,"2014-06-07T05:45:24.000Z","false","","0","206","28","239","false","2551863655","false","0","Colombo. Sri Lanka","7","Kasun Nandasena","28","false","https://pbs.twimg.com/profile_banners/2551863655/1494566490","https://pbs.twimg.com/profile_images/1519177095972229120/wf6t-5Am_normal.jpg","false","kasun_nandasena","24","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:06:50.000Z","0","@kanchana_wij Thats your problem.dont worry us",,,"1608358868878524422",,,"0","0","https://twitter.com/TyronneJames3/status/1608358868878524422",,,,"2020-03-22T05:32:20.000Z","false","loveing person","0","13","1","21","false","1241598445795721217","false","0","","2","Tyronne James","1","false","https://pbs.twimg.com/profile_banners/1241598445795721217/1609571789","https://pbs.twimg.com/profile_images/1241598885253877761/hjvfSKiD_normal.jpg","false","TyronneJames3","557","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:10:44.000Z","0","@kanchana_wij Thanks for the update",,,"1608359848193986560",,,"0","0","https://twitter.com/DinuRoshel/status/1608359848193986560",,,,"2022-07-09T16:55:04.000Z","false","","0","201","3","7","false","1545813713617244160","false","0","","3","Dinu Roshel","3","false",,"https://pbs.twimg.com/profile_images/1550500666530877440/04bQSZR9_normal.jpg","false","DinuRoshel","107","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:16:28.000Z","0","@kanchana_wij Better to find effective ways to reduce the direct costs and indirect expenses as well.",,,"1608361293475647489",,,"0","0","https://twitter.com/masfyabdullah/status/1608361293475647489",,,,"2011-09-27T05:57:23.000Z","false","Official Twitter Account of Successful Patriotic Entrepreneur of Sri Lanka","0","183","32","603","false","380765713","false","0","Sri Lanka","3","Masfy Abdullah","32","false","https://pbs.twimg.com/profile_banners/380765713/1373092852","https://pbs.twimg.com/profile_images/1517072795280289792/rdULd4Gz_normal.jpg","false","masfyabdullah","69","none","https://t.co/oO7gmeZA4m","false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:16:49.000Z","0","@kanchana_wij With the additional income from excess tariff it is not possible to purchase Coal Or Furnace Fuel. Rupees not accepted by Supplire’s.
Why cheat the public?????",,,"1608361380222210048",,,"1","0","https://twitter.com/dilkie18/status/1608361380222210048",,,,"2013-03-29T14:01:48.000Z","true","Activist and Patriot","0","12","1","12","false","1313925283","false","0","","154","Dilkie","1","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","dilkie18","1282","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:51:30.000Z","1","@kanchana_wij One vehicle yard of CEB... 🥺🥺🥺 https://t.co/uP7HpMlA1x",,,"1608370109008994306","https://pbs.twimg.com/media/FlIUEy0XEAIw3Wd.jpg","photo","0","0","https://twitter.com/SumeshWijesing2/status/1608370109008994306",,,,"2021-11-15T11:03:08.000Z","false","","0","135","18","147","false","1460201586429464579","false","2","","4","Sumesh Wijesinghe","18","false",,"https://pbs.twimg.com/profile_images/1552773160679813120/gVedlt54_normal.jpg","false","SumeshWijesing2","181","none","https://t.co/92aBfvpox0","false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T07:55:57.000Z","2","@kanchana_wij Most of us are complaining that the Government is not trying to reduce the overhead and most of the existing staff are not productive /or their outcomes of them are significantly less. What’s your opinion on that?",,,"1608371229517570054",,,"0","0","https://twitter.com/MohdNuski/status/1608371229517570054",,,,"2011-08-17T09:28:44.000Z","false","Sri Lankan Citizen / Wildlife Photographer / Nature Lover. Re tweets are not endorsements.","0","2115","108","687","true","356750695","false","15","Doha, Qatar","49","Nuski","108","false",,"https://pbs.twimg.com/profile_images/1325446813718114306/nGbDrNhe_normal.jpg","false","MohdNuski","661","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:03:44.000Z","5","@kanchana_wij Fire most of the idling staff,reduce the fancy payments !revist the areas in which cost can be cut,that may help bring the OH down and total cost!

Don’t subsidize anything to religious purposes,they manke good money in temples!

Get renewable energy plants through Adhani!",,,"1608373187167027200",,,"0","0","https://twitter.com/CapbuzzSl/status/1608373187167027200",,,,"2018-09-22T18:33:01.000Z","false","Advisory ~ Equity~Investing ~Objective Critic ~Global Macro  ~Fin-tech~Politics","0","12556","629","674","false","1043568866964766720","false","9","","15","CAP buzz SL","629","false","https://pbs.twimg.com/profile_banners/1043568866964766720/1615316479","https://pbs.twimg.com/profile_images/1369362677185863681/6WANSoux_normal.jpg","false","CapbuzzSl","2915","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:21:30.000Z","0","@kanchana_wij As a nation we are bankrupt, what next a fail state...",,,"1608377656537657344",,,"0","0","https://twitter.com/saharaz_px/status/1608377656537657344",,,,"2018-07-26T05:12:24.000Z","false","#දැවෙනප්‍රශ්නෙ ලිබ්බෙක්ද | ජෙප්පෙක්ද | ගණයෙක්ද | බයියෙක්ද | NGO කාක්කෙක්ද | පරද්දේසකාරයෙක්ද නොව භූමි පුත්‍රයෙකි...","0","4858","33","120","true","1022348888924086273","false","0","#GotaGoGama","19","ZeeraX #GoHomeRanilRajapassa","33","false","https://pbs.twimg.com/profile_banners/1022348888924086273/1590469422","https://pbs.twimg.com/profile_images/1326108524045193217/cNNVI96z_normal.jpg","false","saharaz_px","1115","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:29:20.000Z","7","@kanchana_wij @kanchana_wij even a child can increase prices. We don't need a minister for that. 

Ppl are not just saying no to a price increase. It's high time you show the public what steps you have taken to reduce costs. If you can show that, then your price increase is justified.",,,"1608379631043764226",,,"1","0","https://twitter.com/dhiranjanc/status/1608379631043764226",,,,"2014-04-13T16:30:37.000Z","false","I'm here for the news","0","772","21","97","false","2441940643","false","0","","1","DC","21","false",,"https://pbs.twimg.com/profile_images/737477970047033344/6JucPHpB_normal.jpg","false","dhiranjanc","254","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij","1728931304","Kanchana Wijesekera","kanchana_wij"
"1608356861111328769","2022-12-29T08:31:31.000Z","6","@kanchana_wij අනේ පල ඩෝ යන්න ගොබ්බය!",,,"1608380177121415168",,,"0","0","https://twitter.com/YasiJay/status/1608380177121415168",,,,"2013-08-20T16:09:42.000Z","false","Is it me, or is it getting crazier out there?","0","16633","147","224","true","1686109890","false","2","","79","Yasi Jayaratne","147","false",,"https://pbs.twimg.com/profile_images/1514070890786476041/ZcmUp2S9_normal.jpg","false","YasiJay","2842","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:33:37.000Z","3","@kanchana_wij You always put these stats on Twitter where only less than 1% of the population can see and understand them. You do this all the time when you need to increase the tariff. The fault is with people who elected people like you.",,,"1608380707176615936",,,"0","0","https://twitter.com/Prasanthrsz91/status/1608380707176615936",,,,"2021-05-12T13:18:27.000Z","false","","0","618","4","102","true","1392469157115883522","false","0","Sri Lanka","15","Prasanth Nadarajah","4","false","https://pbs.twimg.com/profile_banners/1392469157115883522/1644140288","https://pbs.twimg.com/profile_images/1589983175203135488/nhERWQtw_normal.jpg","false","Prasanthrsz91","337","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:44:55.000Z","1","@kanchana_wij Why still CEB is paying payee of it’s engineers?? And you all voted to increase payee for unbelievable percentage for efficiently working Private sector??",,,"1608383550658850816",,,"0","0","https://twitter.com/GallageSuranga/status/1608383550658850816",,,,"2021-02-03T11:49:23.000Z","false","","0","2","4","99","false","1356932716248375296","false","0","","0","Suranga Gallage","4","false",,"https://pbs.twimg.com/profile_images/1356933145245982720/Zau1zzbZ_normal.jpg","false","GallageSuranga","14","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:44:58.000Z","5","@kanchana_wij නාමල් ට මල් තියල වෑදල නේද ගෙදරින් එලියට බෑස්සෙ.ලෑජ්ජයි යකෝ...උබලගෙ ජීවිතනම්..@kanchana_wij",,,"1608383564328095745",,,"0","1","https://twitter.com/MalingaVajira/status/1608383564328095745",,,,"2019-02-27T18:24:58.000Z","false","Cricket","0","8931","44","140","true","1100824125457653760","false","1","","10","Vajira malinga","44","false",,"https://pbs.twimg.com/profile_images/1100827640238227456/I8PK6GmN_normal.jpg","false","MalingaVajira","388","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij","1728931304","Kanchana Wijesekera","kanchana_wij"
"1608356861111328769","2022-12-29T08:51:59.000Z","8","@kanchana_wij තොපි වන්දනා කරන අර රාජපක්ශ හැතිකරේ මේ රටෙන් හොරාකාපු කෑමේ ප්‍රතිපල තමයි අසරණ මිනිස්සු භුක්ති විදින්නේ.උන්ට කබුරන ඔනේම එකෙක්ගේ පවුල්වලටත් එක්ක හෙන ගහන්න ඔනේ..",,,"1608385327806443520",,,"0","0","https://twitter.com/PeirisCham/status/1608385327806443520",,,,"2014-12-20T02:59:49.000Z","false","Luck never knock at my door","0","1016","12","121","false","2933050726","false","0","Sri Lanka","1","Hennadige C P","12","false",,"https://pbs.twimg.com/profile_images/1609539020983263234/Ez6k9iGn_normal.jpg","false","PeirisCham","527","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:54:42.000Z","7","@kanchana_wij Talks of increasing further tariff rates without a restructuring of CEB staff count and PAYE tax allowances is not ethical. General public should not be burdened with the inefficiency of the system.",,,"1608386014791503872",,,"0","1","https://twitter.com/realhamas/status/1608386014791503872",,,,"2016-03-04T23:26:39.000Z","false","","0","471","56","259","true","705897272324677632","false","0","","6","Hamas Careem","56","false",,"https://pbs.twimg.com/profile_images/1323877418013216768/cIyNfg5l_normal.jpg","false","realhamas","324","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:56:25.000Z","3","@kanchana_wij I presume all these are cost plus calculations. Passing all inefficiencies to consumers. Get a benchmark from the competitive markets and try increase the efficiency.",,,"1608386444602773506",,,"0","0","https://twitter.com/yasasrij/status/1608386444602773506",,,,"2009-03-15T00:54:07.000Z","true","","0","1022","9","117","false","24461010","false","0","","2","yasasri","9","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","yasasrij","199","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:23:18.000Z","2","@kanchana_wij Who are the culprits Are we??",,,"1608393210384244739",,,"0","0","https://twitter.com/CWariyagoda/status/1608393210384244739",,,,"2014-01-22T07:19:28.000Z","false","Director Lankasara Media Networks, Former Editor - SILUMINA, Former Business Editor Rivira, Science /Business writer","0","2488","474","799","true","2304390702","false","3","Sri Lanka","30","chaminda Wariyagoda","474","false",,"https://pbs.twimg.com/profile_images/525339637024190465/IlM_edgp_normal.jpeg","false","CWariyagoda","2091","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:23:25.000Z","16","@kanchana_wij Better to recover default electricity bills without throwing ball to poor ppl. Electricity demand has been reduced more and more. Make system charging higher rate from heavily electricity consumers. Manage electricity board labor forces, salaries &amp; bonuses. That's effective ones.",,,"1608393237861126144",,,"0","0","https://twitter.com/eranga31174186/status/1608393237861126144",,,,"2020-07-23T22:06:39.000Z","false","MSc Applied finance (usjp), BSc Finance (special),usjp.","0","828","808","33","false","1286422385281949697","false","8","","105","eranga","808","false","https://pbs.twimg.com/profile_banners/1286422385281949697/1595542813","https://pbs.twimg.com/profile_images/1357555968876363776/dNQSAP0O_normal.jpg","false","eranga31174186","587","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:29:57.000Z","0","@kanchana_wij hi! could you pls share with public, the cost to implement the powercut for a month. which i mean the operational cost (including fuel for vehicles involved implement powercut in areas &amp; salary/allowance) only..",,,"1608379783309856773",,,"0","0","https://twitter.com/BranaMurugu/status/1608379783309856773",,,,"2020-06-29T01:49:08.000Z","false","Do the right thing only - never try to defeat the nature... it will hit back very hard = 'KARMA'
*Neutral*","0","151","1","79","false","1277418743602327553","false","0","","71","branbran","1","true","https://pbs.twimg.com/profile_banners/1277418743602327553/1669778131","https://pbs.twimg.com/profile_images/1470470784686583811/5gwiPL-v_normal.jpg","false","BranaMurugu","364","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:34:45.000Z","0","@kanchana_wij Ane pako 😡🖕",,,"1608380992884215810",,,"0","0","https://twitter.com/Tharanga_Herat/status/1608380992884215810",,,,"2012-05-24T05:52:20.000Z","false","social activists ,empowering people, free consulting, Freelancer","0","517","15","63","true","588869774","false","0","Sri Lanka","12","Tharanga Herath","15","false","https://pbs.twimg.com/profile_banners/588869774/1577201911","https://pbs.twimg.com/profile_images/1152515923905064960/_vJFCi51_normal.png","false","Tharanga_Herat","561","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T08:49:57.000Z","0","@kanchana_wij Can we look at restructuring and optimization of efficiency at CEB than taxing the customer. Or are you afraid of the CEB unions ?",,,"1608384815845498880",,,"0","0","https://twitter.com/incorrigible_t/status/1608384815845498880",,,,"2021-11-01T06:59:41.000Z","false","","0","3","51","13","false","1455066865810563076","false","0","","1","Tee Cee","51","false",,"https://pbs.twimg.com/profile_images/1526406136525488128/9kAAeDo0_normal.jpg","false","incorrigible_t","34","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:08:35.000Z","0","@kanchana_wij Namal gen 300B donation ekak illapan dei",,,"1608389508265029632",,,"0","0","https://twitter.com/Fareez84/status/1608389508265029632",,,,"2022-06-20T20:04:45.000Z","true","","0","1","0","0","false","1538976081478565889","false","0","","4","Fareez MH","0","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","Fareez84","7","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:11:05.000Z","0","@kanchana_wij Buying from black market",,,"1608390134663352322",,,"0","0","https://twitter.com/DavidNigel07/status/1608390134663352322",,,,"2022-05-02T14:06:03.000Z","false","","0","3","2","3","false","1521128772631621633","false","0","","0","David Nigel","2","false",,"https://pbs.twimg.com/profile_images/1521129402977124352/UGvW49T7_normal.jpg","false","DavidNigel07","4","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:17:06.000Z","0","@kanchana_wij උඹ nam maha kakakani yak රනිල් රාජපක්ෂ gu kan",,,"1608391649339801600",,,"0","0","https://twitter.com/JanakaK50975518/status/1608391649339801600",,,,"2021-09-17T07:50:36.000Z","false","😍😍😍😍😍😍😍","0","0","0","5","false","1438772231883030529","false","0","","0","Janaka Kumara","0","false",,"https://pbs.twimg.com/profile_images/1438772359947710465/xDa2QAQz_normal.png","false","JanakaK50975518","2","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:17:40.000Z","0","@kanchana_wij Cut the unproductive staff and and cut the boneses and get the unpaid bills payment from bluddy ministers.😡.....and
Restructure the CEB..",,,"1608391792176791559",,,"0","0","https://twitter.com/Sanjaya_2013/status/1608391792176791559",,,,"2020-07-22T07:33:04.000Z","false","Certified personal trainer & Aerobics Instructor.Risk Taker, Weekends cyclist.. etc.....","0","56","7","141","false","1285840154578415616","false","0","Sri Lanka","9","Sanjaya Prabath","7","false",,"https://pbs.twimg.com/profile_images/1286095196002775040/02Wcy9y3_normal.jpg","false","Sanjaya_2013","84","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:25:59.000Z","0","@kanchana_wij Is this real total revenue +unpaid bills for oct /nov to total revenue,
Is this real quantity purchases from transparent tender,
Surely net income is there with hydro power generation to total net income,
Confused of purchases quantity each month,as electricy usage are lower.",,,"1608393883670429697",,,"0","0","https://twitter.com/Renonlewis1/status/1608393883670429697",,,,"2016-06-30T19:50:33.000Z","true","","0","3","2","5","true","748604656620867585","false","0","","0","Renon lewis","2","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","Renonlewis1","2","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:26:28.000Z","0","@kanchana_wij We can unplug from grid use only daylight hours",,,"1608394006999752705",,,"0","0","https://twitter.com/MMatthysz/status/1608394006999752705",,,,"2022-04-23T13:21:45.000Z","false","Always thinking of the next improvement","0","0","0","1","false","1517855811397029888","false","0","","0","Michael Matthysz","0","false",,"https://pbs.twimg.com/profile_images/1517856252881108992/eTh_B02Z_normal.png","false","MMatthysz","4","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
"1608356861111328769","2022-12-29T09:32:45.000Z","1","@kanchana_wij You are a crook who's just working hard for this period of time to cover for bigger crooks. Intentions are corrupt so nothing you do works",,,"1608395587845771265",,,"0","0","https://twitter.com/KarmaSaysHi/status/1608395587845771265",,,,"2022-04-20T21:16:32.000Z","false","","0","57","3","41","false","1516888481813118976","false","0","","7","Nad","3","false",,"https://pbs.twimg.com/profile_images/1606313881525448704/ygj1IvJ0_normal.jpg","false","KarmaSaysHi","89","none",,"false","1728931304","Kanchana Wijesekera","kanchana_wij",,,
